codigo_cliente,id_cliente,fecha_saldo,importe_operativa,moneda,tipo_operacion,max_saldo,fecha_mas_reciente,saldo_final,nombre,apellido1,apellido2,direccion,fecha_nacimiento,dni,nombre_completo,menor_30
76381793S,370,2023-10-16,6833.01,GBP,Bizum,7936.95,2023-10-16,68039.08,,,,,,,"",NO
11413210A,54,2024-10-09,8906.52,USD,Retirada Efectivo,9857.11,2024-10-09,101938.01,,,,,,,"",NO
77673987D,246,2023-04-10,7195.92,JPY,Retirada Efectivo,9644.45,2023-04-10,54510.34,,,,,,,"",NO
71055960K,92,2022-09-19,8956.02,USD,Bizum,9861.41,2022-09-19,69970.8,,,,,,,"",NO
79856775V,29,2023-09-17,3941.71,GBP,Tarjeta,8610.32,2023-09-17,8398.45,,,,,,,"",NO
31825576O,16,2022-11-04,-8629.28,GBP,Bizum,9870.38,2022-11-04,18094.01,,,,,,,"",NO
42913560A,63,2025-01-09,1505.99,EUR,Tarjeta,9865.53,2025-01-09,49917.31,,,,,,,"",NO
11413210A,62,2025-08-23,9588.42,EUR,Transferencia,9808.68,2025-08-23,101938.01,,,,,,,"",NO
54442150K,66,2025-03-24,3695.86,MXN,Transferencia,9974.75,2025-03-24,39280.03,,,,,,,"",NO
38328614O,378,2023-09-24,6098.7,JPY,Bizum,9265.67,2023-09-24,49660.29,,,,,,,"",NO
91143064N,172,2024-05-03,5365.8,JPY,Transferencia,9250.88,2024-05-03,30858.85,,,,,,,"",NO
24010733S,331,2025-03-16,3082.01,MXN,Retirada Efectivo,9602.15,2025-03-16,30365.53,,,,,,,"",NO
62278662B,399,2025-06-24,3323.6,USD,Retirada Efectivo,9821.75,2025-06-24,58922.13,,,,,,,"",NO
54442150K,195,2024-04-19,-3197.74,MXN,Bizum,9850.98,2024-04-19,39280.03,,,,,,,"",NO
61775826P,98,2024-01-26,-1452.29,JPY,Transferencia,9881.01,2024-01-26,67789.11,,,,,,,"",NO
32347887Z,445,2023-10-27,8045.51,GBP,Retirada Efectivo,8269.13,2023-10-27,59837.68,,,,,,,"",NO
64250679F,481,2023-09-22,7027.82,JPY,Retirada Efectivo,9612.33,2023-09-22,82815.01,,,,,,,"",NO
28192295U,42,2023-05-17,-2011.84,USD,Bizum,9848.06,2023-05-17,32325.9,,,,,,,"",NO
84310508D,271,2025-05-08,1069.41,JPY,Retirada Efectivo,9702.61,2025-05-08,60555.46,,,,,,,"",NO
84866182V,342,2023-04-06,6737.87,MXN,Retirada Efectivo,9872.82,2023-04-06,98611.34,,,,,,,"",NO
65105764O,166,2025-09-29,-3444.87,USD,Transferencia,9244.67,2025-09-29,24250.11,,,,,,,"",NO
81208497U,388,2023-04-10,1169.61,USD,Tarjeta,9422.18,2023-04-10,89924.44,,,,,,,"",NO
30495588E,328,2022-10-07,5474.44,USD,Retirada Efectivo,9782.66,2022-10-07,24785.89,,,,,,,"",NO
92885083V,344,2025-12-20,4973.41,JPY,Bizum,9695.99,2025-12-20,43338.88,,,,,,,"",NO
64646912J,267,2022-01-13,-8493.7,GBP,Transferencia,9213.93,2022-01-13,53150.99,,,,,,,"",NO
77749295J,294,2024-03-09,5870.5,JPY,Retirada Efectivo,8915.8,2024-03-09,45873.45,,,,,,,"",NO
74701252T,411,2024-10-22,-9211.8,JPY,Bizum,9813.86,2024-10-22,37370.26,,,,,,,"",NO
79161841Q,319,2023-10-29,7300.82,GBP,Tarjeta,9755.94,2023-10-29,66336.84,,,,,,,"",NO
31308169C,82,2023-03-07,1553.23,GBP,Retirada Efectivo,9707.67,2023-03-07,137024.74,,,,,,,"",NO
63817489A,265,2023-11-25,-4595.09,USD,Bizum,9452.83,2023-11-25,44451.17,,,,,,,"",NO
11345140X,170,2023-12-20,5862.49,EUR,Retirada Efectivo,9291.77,2023-12-20,97046.77,,,,,,,"",NO
19470434V,185,2023-03-11,-7901.77,USD,Transferencia,9666.62,2023-03-11,-1097.61,,,,,,,"",NO
24010733S,329,2025-08-05,4325.44,GBP,Bizum,9786.82,2025-08-05,30365.53,,,,,,,"",NO
81208497U,402,2023-10-16,7896.63,USD,Tarjeta,9691.99,2023-10-16,89924.44,,,,,,,"",NO
14787574E,435,2025-11-02,5595.38,JPY,Retirada Efectivo,9307.38,2025-11-02,46561.77,,,,,,,"",NO
82172779I,459,2022-02-15,4468.66,JPY,Tarjeta,9235.11,2022-02-15,104264.01,,,,,,,"",NO
71055960K,444,2025-06-14,9829.04,MXN,Retirada Efectivo,9829.04,2025-06-14,69970.8,,,,,,,"",NO
57594673F,78,2023-01-03,1354.51,EUR,Tarjeta,9943.23,2023-01-03,9615.64,,,,,,,"",NO
85046659W,50,2022-09-03,505.73,JPY,Tarjeta,9591.43,2024-02-09,5257.11,,,,,,,"",NO
29668681L,403,2022-07-17,-2819.33,USD,Transferencia,9359.32,2022-07-17,52679.16,,,,,,,"",NO
12626328N,146,2023-09-08,1998.09,MXN,Bizum,8765.56,2023-09-08,64110.65,Ignacio,Molina,Vargas,Av. del Sur 5,1983-04-04,88990011R,Ignacio Molina Vargas,NO
19660138N,195,2025-06-22,4265.83,GBP,Retirada Efectivo,9850.98,2025-06-22,72486.1,,,,,,,"",NO
14788048W,257,2023-07-13,5534.57,JPY,Tarjeta,9655.23,2023-07-13,66148.55,,,,,,,"",NO
46491037V,68,2025-05-30,9949.92,MXN,Bizum,9949.92,2025-05-30,47601.55,,,,,,,"",NO
55015641W,97,2023-07-30,3726.9,USD,Transferencia,9724.03,2023-07-30,97215.33,,,,,,,"",NO
73955695G,210,2025-12-22,3800.6,USD,Retirada Efectivo,9819.94,2025-12-22,9882.84,,,,,,,"",NO
27029841F,480,2025-03-20,-6730.63,JPY,Bizum,9883.44,2025-03-20,32880.83,,,,,,,"",NO
78481808C,216,2022-12-30,3637.52,JPY,Retirada Efectivo,9921.77,2022-12-30,38543.95,,,,,,,"",NO
99140096Y,346,2025-11-12,4342.53,MXN,Tarjeta,9048.63,2025-11-12,74138.71,,,,,,,"",NO
49662850J,262,2023-11-05,1881.93,MXN,Tarjeta,9863.55,2023-11-05,73642.64,,,,,,,"",NO
93295656Z,145,2024-08-08,2086.84,MXN,Retirada Efectivo,9962.58,2024-08-08,48289.33,,,,,,,"",NO
65912819T,401,2024-09-28,-7632.4,GBP,Bizum,9298.71,2024-09-28,21688.43,,,,,,,"",NO
87761418L,172,2025-07-15,5972.66,MXN,Transferencia,9250.88,2025-07-15,32505.84,,,,,,,"",NO
53666983I,396,2022-05-30,7284.06,MXN,Transferencia,9053.84,2022-05-30,35228.61,,,,,,,"",NO
68850455C,56,2024-04-26,1264.66,JPY,Tarjeta,9564.02,2024-04-26,32333.37,,,,,,,"",NO
54442150K,304,2023-03-31,-1000.31,EUR,Transferencia,9282.54,2023-03-31,39280.03,,,,,,,"",NO
92885083V,130,2023-04-26,2813.16,MXN,Bizum,9027.53,2023-04-26,43338.88,,,,,,,"",NO
63273280Q,203,2025-03-23,8343.96,MXN,Retirada Efectivo,9516.05,2025-03-23,31257.68,,,,,,,"",NO
35957775T,239,2022-08-13,-6128.94,JPY,Transferencia,8127.24,2022-08-13,21856.87,,,,,,,"",NO
93616609W,462,2023-01-12,151.32,JPY,Retirada Efectivo,7572.0,2023-01-12,48246.52,,,,,,,"",NO
60195151Y,451,2022-10-07,5652.86,GBP,Retirada Efectivo,9727.71,2022-10-07,28016.06,,,,,,,"",NO
21952227L,326,2023-12-02,-1727.21,USD,Bizum,8280.29,2023-12-02,-11490.09,,,,,,,"",NO
27307581P,500,2024-06-12,962.08,EUR,Tarjeta,9038.22,2024-06-12,50828.48,,,,,,,"",NO
38760561N,163,2024-03-21,1021.09,EUR,Tarjeta,9536.25,2024-03-21,50691.06,,,,,,,"",NO
84697968G,374,2025-03-24,5728.51,MXN,Retirada Efectivo,9257.53,2025-03-24,29577.51,,,,,,,"",NO
51923580N,238,2024-08-13,3232.57,MXN,Bizum,9770.32,2024-08-13,24500.03,,,,,,,"",NO
23166003I,337,2022-01-27,8744.98,MXN,Bizum,9631.15,2022-01-27,110315.63,,,,,,,"",NO
19634185O,375,2025-10-18,8642.22,USD,Bizum,8642.22,2025-10-18,83639.45,,,,,,,"",NO
51923580N,191,2024-06-29,8493.75,JPY,Tarjeta,9530.16,2024-06-29,24500.03,,,,,,,"",NO
14694263J,416,2022-07-22,300.34,JPY,Tarjeta,9966.43,2022-07-22,62257.59,,,,,,,"",NO
48760916U,446,2024-12-05,2113.19,JPY,Retirada Efectivo,9803.07,2024-12-05,24886.01,,,,,,,"",NO
18708230V,89,2022-07-11,2970.03,EUR,Tarjeta,8445.96,2022-07-11,75651.73,,,,,,,"",NO
75637771O,213,2025-12-24,6645.8,USD,Retirada Efectivo,7835.49,2025-12-24,32331.16,,,,,,,"",NO
37978995C,49,2024-08-14,6740.48,USD,Retirada Efectivo,9829.15,2024-08-14,45382.05,,,,,,,"",NO
54925263M,274,2025-05-24,6547.4,JPY,Tarjeta,9534.18,2025-05-24,41626.89,,,,,,,"",NO
23312747J,224,2024-01-31,871.31,MXN,Bizum,8830.26,2024-01-31,47284.35,,,,,,,"",NO
35965272I,39,2023-01-28,1658.69,EUR,Bizum,9782.89,2023-01-28,47297.28,,,,,,,"",NO
52467321Q,325,2022-08-27,2859.07,MXN,Transferencia,9072.88,2022-08-27,2415.71,,,,,,,"",NO
88928707R,207,2024-05-11,-8799.81,MXN,Bizum,9673.85,2024-05-11,42225.75,,,,,,,"",NO
11397512R,382,2024-04-14,-8786.52,EUR,Transferencia,9781.22,2024-04-14,31008.45,,,,,,,"",NO
65743702V,489,2022-01-14,7398.4,MXN,Tarjeta,9102.63,2022-01-14,36405.66,,,,,,,"",NO
47187112T,315,2022-12-23,1463.58,JPY,Retirada Efectivo,9686.58,2022-12-23,92591.83,,,,,,,"",NO
61775826P,19,2025-04-12,-5294.83,MXN,Bizum,8240.96,2025-04-12,67789.11,,,,,,,"",NO
84829251A,479,2025-02-20,-4206.13,USD,Bizum,9846.78,2025-02-20,79583.37,,,,,,,"",NO
74344108K,48,2022-11-15,-8898.18,USD,Transferencia,8483.75,2022-11-15,70336.93,,,,,,,"",NO
93616609W,323,2025-03-03,1304.75,GBP,Tarjeta,8871.57,2025-03-03,48246.52,,,,,,,"",NO
40747789Z,114,2024-02-24,462.15,GBP,Transferencia,9477.42,2024-02-24,65670.69,,,,,,,"",NO
26613086K,259,2022-03-14,9735.04,MXN,Transferencia,9735.04,2022-03-14,96466.04,,,,,,,"",NO
36251361X,395,2025-04-24,-6720.28,MXN,Transferencia,9762.82,2025-04-24,34444.86,,,,,,,"",NO
50978539U,112,2023-09-05,447.25,MXN,Tarjeta,8463.42,2023-09-05,84529.29,,,,,,,"",NO
22646389G,253,2024-08-24,3888.81,JPY,Retirada Efectivo,9905.63,2024-08-24,15279.03,,,,,,,"",NO
77401638B,3,2025-03-29,3320.51,JPY,Transferencia,9844.46,2025-03-29,59935.28,,,,,,,"",NO
98785135N,405,2022-03-16,-3711.95,EUR,Bizum,9796.69,2022-03-16,4089.98,,,,,,,"",NO
67901522P,215,2024-11-26,9080.64,USD,Retirada Efectivo,9622.84,2024-11-26,73579.09,,,,,,,"",NO
76204298F,405,2023-06-06,115.86,EUR,Transferencia,9796.69,2023-06-06,62866.48,,,,,,,"",NO
43518692D,425,2024-11-13,-5044.58,EUR,Transferencia,9632.66,2024-11-13,36836.29,,,,,,,"",NO
68904946T,320,2022-11-01,594.79,GBP,Tarjeta,9846.25,2022-11-01,37150.79,,,,,,,"",NO
82238153W,174,2024-04-04,3394.73,USD,Retirada Efectivo,9903.1,2024-04-04,-1482.44,,,,,,,"",NO
26026604U,375,2023-05-07,-4745.95,USD,Bizum,8642.22,2023-05-07,41055.64,,,,,,,"",NO
46491037V,72,2024-09-10,7173.37,GBP,Bizum,9967.28,2024-09-10,47601.55,,,,,,,"",NO
93828204U,187,2022-06-10,7685.36,JPY,Tarjeta,7685.36,2022-06-10,18196.24,,,,,,,"",NO
85301757E,127,2022-02-12,-770.3,GBP,Transferencia,9675.37,2022-02-12,36057.77,,,,,,,"",NO
31324961Z,157,2025-05-03,9278.65,JPY,Tarjeta,9684.28,2025-05-03,68107.42,,,,,,,"",NO
69999811Z,33,2024-07-15,6724.19,MXN,Retirada Efectivo,9677.9,2024-07-15,11156.74,,,,,,,"",NO
67292751L,322,2023-06-08,8149.87,USD,Tarjeta,8149.87,2023-06-08,60792.77,Eva,Blanco,Morales,Calle del Mar 1,1987-08-08,12131415U,Eva Blanco Morales,NO
52427147Z,425,2025-08-28,9632.66,USD,Transferencia,9632.66,2025-08-28,57125.26,,,,,,,"",NO
73955695G,58,2023-01-18,-6027.36,JPY,Transferencia,9651.56,2023-01-18,9882.84,,,,,,,"",NO
95735897U,368,2025-05-08,3923.11,MXN,Tarjeta,9950.41,2025-05-08,68224.47,,,,,,,"",NO
56572821H,230,2023-06-13,-1569.19,JPY,Transferencia,9982.76,2023-06-13,4038.46,,,,,,,"",NO
46491037V,4,2024-03-30,5045.91,GBP,Transferencia,9552.81,2024-03-30,47601.55,,,,,,,"",NO
89129495K,329,2022-07-02,-100.99,USD,Bizum,9786.82,2022-07-02,35481.58,,,,,,,"",NO
35965272I,451,2022-03-01,-5269.54,GBP,Bizum,9727.71,2022-03-01,47297.28,,,,,,,"",NO
50585418A,78,2024-09-04,4941.45,EUR,Retirada Efectivo,9943.23,2024-09-04,86108.11,,,,,,,"",NO
69520769T,346,2025-06-11,3736.71,EUR,Transferencia,9048.63,2025-06-11,117941.87,,,,,,,"",NO
39288180X,280,2023-08-01,9846.78,MXN,Tarjeta,9846.78,2023-08-01,67191.71,,,,,,,"",NO
66510794F,431,2023-09-18,8113.79,GBP,Tarjeta,9230.58,2023-09-18,34128.45,,,,,,,"",NO
18696351I,30,2024-04-24,-8761.47,EUR,Bizum,9671.45,2024-04-24,44807.55,,,,,,,"",NO
85548120N,488,2025-05-25,-6876.94,EUR,Transferencia,9964.34,2025-05-25,27180.26,,,,,,,"",NO
64967407A,8,2022-07-09,-9750.79,MXN,Bizum,9938.74,2022-07-09,38251.38,,,,,,,"",NO
55015641W,337,2022-06-01,6297.48,GBP,Retirada Efectivo,9631.15,2022-06-01,97215.33,,,,,,,"",NO
96244738D,206,2022-07-23,104.85,EUR,Bizum,8747.65,2022-07-23,78462.41,,,,,,,"",NO
88420102P,133,2024-11-28,-7193.39,JPY,Bizum,8331.23,2024-11-28,25664.88,,,,,,,"",NO
15339564Y,425,2025-08-12,492.8,MXN,Transferencia,9632.66,2025-08-12,45041.0,,,,,,,"",NO
50721381L,498,2025-12-31,4999.6,GBP,Bizum,9513.24,2025-12-31,54535.66,,,,,,,"",NO
55183741Y,465,2023-09-15,-2175.85,USD,Bizum,8909.97,2023-09-15,49184.9,,,,,,,"",NO
50664589V,19,2025-10-10,7420.03,EUR,Bizum,8240.96,2025-10-10,79584.97,,,,,,,"",NO
42414355E,452,2023-03-26,-2951.98,JPY,Transferencia,9422.95,2023-03-26,37972.69,,,,,,,"",NO
76381793S,375,2025-02-02,5950.55,GBP,Retirada Efectivo,8642.22,2025-02-02,68039.08,,,,,,,"",NO
48637885K,193,2025-09-29,8761.73,EUR,Tarjeta,9193.76,2025-09-29,57026.35,,,,,,,"",NO
10278500S,71,2023-12-02,9841.31,GBP,Bizum,9841.31,2023-12-02,43451.66,,,,,,,"",NO
50562133T,335,2024-08-07,8998.24,GBP,Tarjeta,9577.89,2024-08-07,69396.1,,,,,,,"",NO
26574180I,492,2025-09-22,4391.27,EUR,Tarjeta,9227.71,2025-09-22,61063.82,,,,,,,"",NO
12111350R,141,2022-02-14,8934.84,USD,Tarjeta,9845.55,2022-02-14,70876.46,,,,,,,"",NO
13901417L,227,2023-10-21,8844.87,EUR,Tarjeta,9656.81,2023-10-21,37429.12,Esther,Delgado,Del Río,Av. del Este 6,1999-09-09,25262728H,Esther Delgado Del Río,SI
76008523U,500,2022-11-04,8186.84,GBP,Retirada Efectivo,9038.22,2022-11-04,36931.6,,,,,,,"",NO
91889521P,430,2022-04-10,-1286.02,GBP,Transferencia,9921.27,2022-04-10,58847.07,,,,,,,"",NO
40342482R,292,2022-10-06,4497.39,USD,Tarjeta,9289.6,2022-10-06,50707.04,,,,,,,"",NO
20118016B,74,2024-02-28,6595.33,GBP,Retirada Efectivo,9988.53,2024-02-28,46771.26,,,,,,,"",NO
92885083V,429,2025-07-11,-3532.25,MXN,Bizum,7772.78,2025-07-11,43338.88,,,,,,,"",NO
57596613B,199,2025-05-09,7520.65,USD,Transferencia,9809.44,2025-05-09,32621.86,,,,,,,"",NO
53666983I,405,2024-08-10,3376.55,EUR,Retirada Efectivo,9796.69,2024-08-10,35228.61,,,,,,,"",NO
53694203X,391,2023-12-13,5486.15,GBP,Retirada Efectivo,9419.39,2023-12-13,45962.68,,,,,,,"",NO
57340126U,115,2022-08-19,1815.42,EUR,Transferencia,9015.78,2022-08-19,59015.32,,,,,,,"",NO
99171250T,95,2024-07-30,4658.94,USD,Transferencia,8043.49,2024-07-30,40203.61,,,,,,,"",NO
92949427I,243,2024-09-09,9053.18,JPY,Retirada Efectivo,9863.29,2024-09-09,74035.53,,,,,,,"",NO
84601530E,269,2022-08-24,9956.46,USD,Tarjeta,9956.46,2022-08-24,43149.41,,,,,,,"",NO
92194905H,163,2024-06-30,4278.4,JPY,Bizum,9536.25,2024-06-30,70420.83,,,,,,,"",NO
91432207P,457,2025-03-18,6034.42,USD,Retirada Efectivo,8601.27,2025-03-18,24574.81,,,,,,,"",NO
24010733S,492,2024-06-01,-6057.29,MXN,Transferencia,9227.71,2024-06-01,30365.53,,,,,,,"",NO
98711061Q,184,2022-11-21,8935.92,JPY,Retirada Efectivo,8935.92,2022-11-21,49609.06,,,,,,,"",NO
44027737F,319,2023-12-24,9675.6,USD,Tarjeta,9755.94,2023-12-24,69639.22,,,,,,,"",NO
23166003I,349,2024-07-20,5954.67,MXN,Tarjeta,9155.02,2024-07-20,110315.63,,,,,,,"",NO
42913560A,427,2022-12-16,7226.17,MXN,Bizum,9831.95,2022-12-16,49917.31,,,,,,,"",NO
91545803N,443,2023-01-11,1256.64,JPY,Tarjeta,9903.48,2023-01-11,34634.15,,,,,,,"",NO
18696351I,143,2025-03-18,2589.79,EUR,Transferencia,9828.26,2025-03-18,44807.55,,,,,,,"",NO
34721532F,353,2023-10-07,4492.48,USD,Transferencia,8518.12,2023-10-07,13367.32,,,,,,,"",NO
51818557H,277,2025-06-09,955.35,USD,Tarjeta,9366.24,2025-06-09,26181.98,,,,,,,"",NO
69520769T,58,2024-11-21,7639.58,USD,Retirada Efectivo,9651.56,2024-11-21,117941.87,,,,,,,"",NO
65912819T,94,2023-01-31,-5739.55,MXN,Transferencia,8981.01,2023-01-31,21688.43,,,,,,,"",NO
15915771I,448,2025-08-31,5994.53,USD,Retirada Efectivo,9439.64,2025-08-31,80968.27,,,,,,,"",NO
18708230V,271,2025-09-16,1703.2,GBP,Bizum,9702.61,2025-09-16,75651.73,,,,,,,"",NO
11397512R,3,2023-11-21,-5943.95,GBP,Transferencia,9844.46,2023-11-21,31008.45,,,,,,,"",NO
23312747J,431,2024-08-26,832.9,USD,Retirada Efectivo,9230.58,2024-08-26,47284.35,,,,,,,"",NO
29586269U,480,2023-01-06,3052.91,MXN,Retirada Efectivo,9883.44,2023-01-06,46611.1,,,,,,,"",NO
12111350R,9,2022-06-30,-1008.27,MXN,Bizum,9745.27,2022-06-30,70876.46,,,,,,,"",NO
53654648M,193,2022-02-06,-527.58,MXN,Bizum,9193.76,2022-02-06,72118.53,,,,,,,"",NO
60157118H,331,2023-06-13,-1384.8,JPY,Bizum,9602.15,2023-06-13,66914.24,,,,,,,"",NO
28638776H,12,2022-06-21,2319.68,USD,Tarjeta,7591.11,2022-06-21,78634.3,,,,,,,"",NO
40982301Z,414,2025-08-28,4468.15,EUR,Tarjeta,9838.09,2025-08-28,11089.6,,,,,,,"",NO
12670899X,82,2024-09-30,5875.13,JPY,Retirada Efectivo,9707.67,2024-09-30,45140.05,,,,,,,"",NO
16027492S,300,2023-12-05,1973.26,EUR,Tarjeta,9956.81,2023-12-05,65435.02,Clara,Alonso,Reyes,Av. del Bosque 4,1987-03-22,90123456I,Clara Alonso Reyes,NO
68962283V,40,2025-02-18,8426.7,GBP,Retirada Efectivo,8426.7,2025-02-18,63125.79,,,,,,,"",NO
89814350Z,458,2022-10-29,3877.51,MXN,Retirada Efectivo,8474.88,2022-10-29,82110.57,,,,,,,"",NO
13181753F,269,2023-09-13,9596.46,GBP,Retirada Efectivo,9956.46,2023-09-13,74790.01,,,,,,,"",NO
80589731N,495,2022-04-25,8072.93,EUR,Bizum,8482.78,2022-04-25,51429.43,,,,,,,"",NO
93250705D,113,2025-02-03,-2202.41,MXN,Bizum,9356.04,2025-02-03,76597.25,,,,,,,"",NO
66954887T,418,2023-12-16,3627.86,MXN,Tarjeta,9920.32,2023-12-16,47946.57,,,,,,,"",NO
65075772F,457,2024-08-15,8601.27,EUR,Tarjeta,8601.27,2024-08-15,17603.59,,,,,,,"",NO
36182760N,356,2024-06-13,4450.27,USD,Transferencia,9285.92,2024-06-13,63536.66,,,,,,,"",NO
96175166A,118,2024-07-26,-7686.9,GBP,Bizum,9676.06,2024-07-26,43762.94,Patricia,Gil,Nieto,Av. Central 15,1988-06-06,55667788O,Patricia Gil Nieto,NO
89741042K,48,2025-07-23,1792.05,USD,Tarjeta,8483.75,2025-07-23,36194.65,,,,,,,"",NO
30495588E,254,2025-04-29,9816.07,USD,Retirada Efectivo,9816.07,2025-04-29,24785.89,,,,,,,"",NO
50790465P,462,2024-07-06,375.02,EUR,Transferencia,7572.0,2024-07-06,64421.97,,,,,,,"",NO
77401638B,84,2025-10-12,5922.2,USD,Tarjeta,9552.47,2025-10-12,59935.28,,,,,,,"",NO
89814350Z,140,2023-04-16,8530.17,GBP,Retirada Efectivo,9240.91,2023-04-16,82110.57,,,,,,,"",NO
32705301X,21,2024-05-31,4838.77,EUR,Tarjeta,8620.44,2024-05-31,18485.15,Joaquín,Del Valle,Gómez,Av. del Lago 14,2020-04-04,21222324D,Joaquín Del Valle Gómez,SI
40063188Y,486,2025-07-16,3078.65,EUR,Transferencia,9597.95,2025-07-16,65514.16,,,,,,,"",NO
54442150K,335,2022-09-20,1567.25,GBP,Retirada Efectivo,9577.89,2022-09-20,39280.03,,,,,,,"",NO
65429469Q,53,2022-09-26,3415.78,JPY,Retirada Efectivo,9292.06,2022-09-26,29148.73,,,,,,,"",NO
82267962O,442,2024-07-30,2834.89,MXN,Bizum,9856.03,2024-07-30,38803.88,,,,,,,"",NO
30735701E,434,2023-03-23,3840.86,USD,Tarjeta,9198.59,2023-03-23,17551.23,,,,,,,"",NO
17398635D,398,2023-03-23,8910.3,EUR,Tarjeta,9951.88,2023-03-23,46335.85,,,,,,,"",NO
27307581P,245,2022-11-17,7543.15,GBP,Bizum,8556.88,2022-11-17,50828.48,,,,,,,"",NO
92885083V,163,2024-04-17,-6722.52,GBP,Bizum,9536.25,2024-04-17,43338.88,,,,,,,"",NO
85046659W,481,2023-06-09,438.12,USD,Retirada Efectivo,9612.33,2023-06-09,5257.11,,,,,,,"",NO
97584073A,35,2025-10-19,1669.93,GBP,Transferencia,9622.03,2025-10-19,40013.2,Lucía,Gómez,Martínez,Calle Mayor 10,2001-04-12,12345678A,Lucía Gómez Martínez,SI
19447051Q,442,2023-12-14,6644.31,GBP,Bizum,9856.03,2023-12-14,60839.41,,,,,,,"",NO
61800130C,148,2025-06-18,8495.88,USD,Tarjeta,9879.82,2025-06-18,55749.39,Roberto,Vega,Ortega,Calle Jardín 12,1989-05-17,89012345H,Roberto Vega Ortega,NO
12626328N,269,2022-11-07,2161.78,USD,Retirada Efectivo,9956.46,2022-11-07,64110.65,Ignacio,Molina,Vargas,Av. del Sur 5,1983-04-04,88990011R,Ignacio Molina Vargas,NO
99376477E,112,2022-05-20,-8314.47,USD,Transferencia,8463.42,2022-05-20,70452.78,,,,,,,"",NO
82524490J,93,2024-05-08,7729.08,USD,Retirada Efectivo,9819.28,2024-05-08,60322.25,,,,,,,"",NO
66510794F,5,2025-10-09,-9429.37,USD,Transferencia,9923.47,2025-10-09,34128.45,,,,,,,"",NO
43103639C,297,2025-03-21,9377.89,MXN,Bizum,9779.74,2025-03-21,-18659.17,,,,,,,"",NO
93295656Z,487,2025-07-13,256.22,JPY,Tarjeta,8179.96,2025-07-13,48289.33,,,,,,,"",NO
63646163V,234,2023-10-29,9766.8,MXN,Tarjeta,9819.56,2023-10-29,51004.64,,,,,,,"",NO
80354341P,79,2023-12-10,-4525.09,MXN,Bizum,9552.27,2023-12-10,34083.18,,,,,,,"",NO
48751165V,369,2022-05-19,4439.1,GBP,Tarjeta,9587.0,2022-05-19,66147.31,,,,,,,"",NO
98785135N,57,2022-10-18,5248.17,JPY,Tarjeta,9655.15,2022-10-18,4089.98,,,,,,,"",NO
81971749N,333,2025-09-11,-5767.83,EUR,Bizum,8597.67,2025-09-11,36545.66,,,,,,,"",NO
51613718E,482,2022-01-04,5789.1,EUR,Tarjeta,8860.04,2022-01-04,48272.73,,,,,,,"",NO
98997352N,139,2022-09-16,9415.03,JPY,Tarjeta,9504.92,2022-09-16,82880.65,,,,,,,"",NO
98711061Q,204,2024-02-18,3160.12,JPY,Tarjeta,9657.67,2024-02-18,49609.06,,,,,,,"",NO
46614032W,482,2023-05-15,7710.63,EUR,Tarjeta,8860.04,2023-05-15,45079.13,,,,,,,"",NO
32233871Y,244,2024-05-11,1373.78,GBP,Tarjeta,9478.27,2024-05-11,73052.69,,,,,,,"",NO
82267962O,465,2022-03-30,-6428.2,GBP,Bizum,8909.97,2022-03-30,38803.88,,,,,,,"",NO
48637885K,42,2024-10-18,6710.01,MXN,Transferencia,9848.06,2024-10-18,57026.35,,,,,,,"",NO
31994965E,91,2023-12-12,-7688.08,EUR,Transferencia,9060.18,2023-12-12,34825.7,,,,,,,"",NO
65912819T,108,2024-11-06,531.75,GBP,Retirada Efectivo,9378.05,2024-11-06,21688.43,,,,,,,"",NO
81950959T,182,2024-02-29,1949.43,MXN,Transferencia,9140.62,2024-02-29,47110.13,,,,,,,"",NO
35994353A,102,2023-12-02,6517.16,JPY,Tarjeta,9889.29,2023-12-02,38616.92,,,,,,,"",NO
36680443A,185,2023-03-06,3130.17,GBP,Retirada Efectivo,9666.62,2023-03-06,81780.73,,,,,,,"",NO
77673987D,405,2022-02-27,9796.69,EUR,Retirada Efectivo,9796.69,2022-02-27,54510.34,,,,,,,"",NO
47186428O,95,2025-01-27,148.45,GBP,Transferencia,8043.49,2025-01-27,87595.99,,,,,,,"",NO
12670899X,195,2024-06-21,-993.48,JPY,Bizum,9850.98,2024-06-21,45140.05,,,,,,,"",NO
64637198O,131,2023-07-21,732.26,USD,Tarjeta,9465.07,2023-07-21,25223.39,,,,,,,"",NO
34587632O,185,2025-10-01,725.77,EUR,Tarjeta,9666.62,2025-10-01,96837.69,,,,,,,"",NO
62506960T,138,2024-06-17,4007.24,JPY,Transferencia,9603.31,2024-06-17,27715.54,,,,,,,"",NO
96043651D,104,2023-11-21,-7343.81,USD,Transferencia,9518.07,2023-11-21,13089.02,,,,,,,"",NO
26613086K,140,2022-07-07,4058.43,GBP,Retirada Efectivo,9240.91,2022-07-07,96466.04,,,,,,,"",NO
36766762H,497,2025-06-14,822.12,JPY,Tarjeta,9937.9,2025-06-14,102373.38,,,,,,,"",NO
80821009V,426,2022-08-06,649.25,EUR,Bizum,7011.07,2022-08-06,29964.16,,,,,,,"",NO
67421117B,60,2025-05-24,-6645.01,USD,Transferencia,9137.96,2025-05-24,21243.69,,,,,,,"",NO
